customer_id,registration_date,segment,region,channel_registered,age_band,first_transaction_date,last_transaction_date,total_transactions,total_value_ksh,monthly_active_months,status,preferred_product,value_flag,is_activated
CUS00574,2024-02-12,Mass Market,Mombasa,Mobile App,18-25,2024-02-20,2024-04-13,20,34344.69,4,Churned,Bill Pay,,1
CUS01722,2024-06-27,Mass Market,Mombasa,Agent,26-35,2024-07-11,2024-11-10,7,11322.79,2,Dormant,Bill Pay,,1
CUS00947,2024-01-04,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01681,2024-10-22,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01630,2024-04-14,Mass Affluent,Nakuru,Mobile App,26-35,2024-04-18,2024-10-14,37,156401.06,3,Dormant,Bill Pay,,1
CUS00763,2024-05-07,Mass Affluent,Nakuru,Mobile App,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00990,2024-04-04,Mass Market,Nairobi,Mobile App,26-35,2024-04-17,2024-11-02,10,14310.12,3,Dormant,Mobile Transfer,,1
CUS00389,2024-05-06,Corporate,Nairobi,USSD,26-35,2024-05-20,2024-08-25,88,11847234.39,5,Churned,Mobile Transfer,,1
CUS00236,2024-07-06,Mass Affluent,Mombasa,USSD,18-25,2024-07-07,2024-08-26,19,134876.21,2,Churned,Bill Pay,,1
CUS01988,2024-03-23,SME,Nairobi,Branch,55+,2024-04-04,2024-08-27,66,2759250.49,4,Churned,Merchant Pay,,1
CUS00268,2024-02-22,Mass Market,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01811,2024-02-20,Mass Affluent,Nairobi,Mobile App,55+,2024-03-04,2024-12-03,67,549553.6,6,Active,Bill Pay,,1
CUS00118,2024-03-27,Mass Market,Nairobi,USSD,26-35,2024-03-29,2024-08-15,9,10423.09,2,Churned,Bill Pay,,1
CUS01616,2024-04-14,Mass Market,Nairobi,Mobile App,26-35,2024-05-02,2024-06-27,5,4526.92,2,Churned,Mobile Transfer,,1
CUS00674,2024-10-17,Mass Market,Mombasa,USSD,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS00998,2024-06-18,Mass Affluent,Nairobi,Mobile App,36-45,2024-06-22,2024-09-14,17,159290.83,3,Churned,Bill Pay,,1
CUS00250,2024-04-26,Mass Market,Nairobi,USSD,36-45,2024-04-30,2024-06-27,9,0.0,2,Churned,Bill Pay,Review Required,1
CUS00504,2024-08-16,SME,Mombasa,Mobile App,36-45,2024-08-24,2024-11-29,39,2263636.56,2,Dormant,Mobile Transfer,,1
CUS01462,2024-03-09,Mass Market,Mombasa,USSD,26-35,2024-03-27,2024-09-12,11,17962.09,2,Churned,Merchant Pay,,1
CUS00606,2024-11-25,Mass Market,Nairobi,Mobile App,18-25,2024-12-03,2024-12-30,2,3766.8,1,Active,Mobile Transfer,,1
CUS01180,2024-01-20,SME,Nairobi,Mobile App,46-55,2024-01-30,2024-06-14,54,3349971.3,6,Churned,Bill Pay,,1
CUS00095,2024-06-09,Mass Market,Nairobi,Branch,55+,2024-06-28,2024-10-01,6,5659.95,2,Churned,Mobile Transfer,,1
CUS01171,2024-06-28,Mass Market,Mombasa,Mobile App,26-35,2024-06-30,2024-10-21,5,10607.84,2,Dormant,Airtime,,1
CUS00034,2024-01-26,Mass Market,Nairobi,Mobile App,36-45,2024-01-30,2024-08-30,13,24990.99,3,Churned,Bill Pay,,1
CUS01473,2024-02-19,SME,Nairobi,Mobile App,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01798,2024-04-27,Mass Affluent,Nairobi,Mobile App,36-45,2024-05-02,2024-08-19,28,351191.86,4,Churned,Bill Pay,,1
CUS01678,2024-06-26,Mass Market,Mombasa,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00449,2024-05-15,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00717,2024-05-23,SME,Nairobi,Branch,55+,2024-06-12,2024-08-06,61,1552770.29,4,Churned,Digital Loan,,1
CUS00847,2024-03-05,Mass Market,Mombasa,Mobile App,36-45,2024-03-20,2024-10-26,6,4752.46,3,Dormant,Bill Pay,,1
CUS01273,2024-03-23,Mass Market,Kisumu,Mobile App,26-35,2024-03-29,2024-05-19,10,9871.69,2,Churned,Mobile Transfer,,1
CUS00004,2024-11-29,Mass Affluent,Kisumu,Agent,26-35,2024-12-10,2024-12-26,10,70226.88,1,Active,Bill Pay,,1
CUS01527,2024-09-01,Mass Affluent,Eldoret,Mobile App,36-45,2024-09-20,2024-09-22,6,73996.04,1,Churned,Mobile Transfer,,1
CUS01991,2024-10-15,Mass Market,Kisumu,Mobile App,26-35,2024-11-05,2024-12-10,4,5234.06,1,Active,Airtime,,1
CUS00001,2024-06-14,Mass Market,Mombasa,Agent,18-25,2024-07-05,2024-09-27,4,8133.74,1,Churned,Digital Loan,,1
CUS01230,2024-08-04,Mass Market,Mombasa,USSD,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01384,2024-04-11,Mass Market,Nairobi,Mobile App,26-35,2024-04-28,2024-07-20,8,12293.91,2,Churned,Mobile Transfer,,1
CUS01102,2024-09-12,Mass Market,Mombasa,Mobile App,46-55,2024-09-20,2024-12-26,3,2803.71,1,Active,Mobile Transfer,,1
CUS00468,2024-08-05,Mass Market,Nairobi,USSD,46-55,,2024-11-11,3,3663.76,1,Dormant,Mobile Transfer,,0
CUS01109,2024-11-13,Mass Market,Kisumu,USSD,18-25,2024-11-29,2024-12-23,5,13349.29,1,Active,Merchant Pay,,1
CUS00322,2024-05-08,Mass Affluent,Nairobi,USSD,18-25,2024-05-09,2024-12-16,20,0.0,2,Active,Mobile Transfer,Review Required,1
CUS01234,2024-10-22,Mass Market,Eldoret,Mobile App,18-25,2024-10-25,2024-12-21,3,3444.97,1,Active,Airtime,,1
CUS00083,2024-03-01,Mass Market,Eldoret,Mobile App,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01369,2024-05-20,Mass Market,Nairobi,Mobile App,18-25,2024-06-05,2024-12-06,4,5739.86,2,Active,Mobile Transfer,,1
CUS00677,2024-09-03,Mass Market,Eldoret,Mobile App,26-35,2024-09-17,2024-11-10,2,4412.84,1,Dormant,Bill Pay,,1
CUS00006,2024-02-07,Mass Market,Nairobi,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01047,2024-01-23,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00223,2024-01-12,Mass Affluent,Nairobi,Mobile App,26-35,2024-01-13,2024-07-19,32,154417.19,4,Churned,Mobile Transfer,,1
CUS00771,2024-01-15,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01776,2024-08-25,Mass Market,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01223,2024-04-10,Mass Affluent,Nakuru,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01289,2024-07-02,Mass Market,Nairobi,Mobile App,26-35,2024-07-15,2024-10-14,10,21668.21,2,Dormant,Bill Pay,,1
CUS00548,2024-09-16,Mass Market,Nairobi,USSD,26-35,2024-09-24,2024-10-06,4,2721.64,1,Dormant,Merchant Pay,,1
CUS01741,2024-09-16,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00229,2024-01-14,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01498,2024-01-13,SME,Nairobi,USSD,26-35,2024-02-02,2024-11-30,93,1703702.21,5,Dormant,Bill Pay,,1
CUS00405,2024-04-18,Corporate,Nairobi,Mobile App,26-35,2024-05-03,2024-07-23,80,17494251.2,5,Churned,Merchant Pay,,1
CUS01738,2024-08-24,Mass Market,Mombasa,Mobile App,46-55,2024-08-31,2024-12-10,2,5355.06,1,Active,Mobile Transfer,,1
CUS01615,2024-04-15,Mass Affluent,Eldoret,Agent,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01360,2024-03-25,Mass Market,Nairobi,Mobile App,26-35,2024-03-30,2024-09-03,12,8879.45,3,Churned,Mobile Transfer,,1
CUS01902,2024-08-28,SME,Nakuru,Agent,26-35,2024-09-03,2024-12-04,15,595427.79,1,Active,Mobile Transfer,,1
CUS01094,2024-02-23,Mass Affluent,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01156,2024-11-03,Mass Affluent,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01789,2024-11-05,Mass Affluent,Nairobi,Mobile App,36-45,2024-11-08,2024-12-31,13,62022.83,1,Active,Bill Pay,,1
CUS01971,2024-08-02,Corporate,Eldoret,Branch,36-45,2024-08-23,2024-11-16,36,6854207.64,3,Dormant,Merchant Pay,,1
CUS00500,2024-06-05,Mass Market,Nairobi,Branch,46-55,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00339,2024-09-13,Mass Market,Mombasa,USSD,36-45,2024-09-17,2024-11-10,3,2655.6,1,Dormant,Mobile Transfer,,1
CUS01189,2024-11-13,Mass Market,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00029,2024-10-25,Mass Affluent,Kisumu,Mobile App,46-55,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01218,2024-07-31,SME,Mombasa,Mobile App,36-45,2024-08-12,2024-10-29,17,296574.77,2,Dormant,Merchant Pay,,1
CUS01334,2024-07-06,Mass Market,Nairobi,Mobile App,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01832,2024-05-08,SME,Mombasa,USSD,36-45,2024-05-13,2024-05-19,46,2887294.62,3,Churned,Digital Loan,,1
CUS00946,2024-04-11,Mass Affluent,Eldoret,Mobile App,36-45,2024-04-30,2024-06-14,47,400960.42,4,Churned,Mobile Transfer,,1
CUS00170,2024-07-19,Mass Market,Nairobi,Agent,26-35,2024-08-06,2024-10-30,3,7290.35,1,Dormant,Bill Pay,,1
CUS01413,2024-03-15,Mass Market,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01198,2024-07-27,Mass Affluent,Kisumu,USSD,36-45,2024-08-07,2024-08-18,13,54229.76,2,Churned,Bill Pay,,1
CUS01254,2024-03-23,Mass Affluent,Kisumu,Branch,36-45,2024-03-24,2024-04-01,18,117134.09,4,Churned,Airtime,,1
CUS01407,2024-07-20,Mass Market,Mombasa,Mobile App,26-35,2024-08-06,2024-09-16,3,3373.47,1,Churned,Bill Pay,,1
CUS00913,2024-06-03,SME,Nairobi,Mobile App,18-25,2024-06-18,2024-06-19,82,3370190.33,4,Churned,Mobile Transfer,,1
CUS00492,2024-02-26,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00954,2024-06-08,SME,Nairobi,Branch,18-25,2024-06-18,2024-07-24,47,2807735.74,3,Churned,Airtime,,1
CUS01098,2024-02-13,SME,Kisumu,Branch,46-55,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01033,2024-07-11,SME,Eldoret,Mobile App,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS00588,2024-01-22,SME,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00751,2024-10-28,Mass Market,Nairobi,Mobile App,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00658,2024-02-09,Mass Market,Eldoret,Mobile App,36-45,2024-02-17,2024-09-26,15,23864.57,3,Churned,Mobile Transfer,,1
CUS00235,2024-09-22,SME,Nairobi,USSD,36-45,2024-09-23,2024-10-14,18,1049327.44,1,Dormant,Airtime,,1
CUS00733,2024-06-25,Mass Market,Kisumu,Mobile App,36-45,2024-07-11,2024-10-21,9,22792.32,2,Dormant,Bill Pay,,1
CUS01860,2024-11-22,SME,Nairobi,USSD,46-55,2024-11-24,2024-12-16,8,501691.73,1,Active,Airtime,,1
CUS01642,2024-06-13,Mass Affluent,Nairobi,Mobile App,26-35,2024-06-24,2024-11-05,22,106796.06,2,Dormant,Bill Pay,,1
CUS01157,2024-10-25,Mass Affluent,Nairobi,USSD,18-25,2024-11-15,2024-12-15,9,88809.65,1,Active,Airtime,,1
CUS01934,2024-11-20,Mass Market,Kisumu,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01433,2024-05-28,Mass Market,,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01750,2024-11-04,Mass Market,Kisumu,USSD,26-35,2024-11-18,2024-11-18,4,10019.46,1,Dormant,Bill Pay,,1
CUS00935,2024-05-11,Mass Market,Nairobi,Mobile App,18-25,2024-05-18,2024-10-17,11,21162.7,2,Dormant,Mobile Transfer,,1
CUS01210,2024-07-28,Mass Affluent,Kisumu,Mobile App,26-35,2024-08-18,2024-09-11,11,66662.96,2,Churned,Bill Pay,,1
CUS01066,2024-09-11,Mass Market,Nakuru,Mobile App,36-45,2024-09-13,2024-09-16,3,4632.4,1,Churned,Bill Pay,,1
CUS00109,2024-11-27,Mass Market,Kisumu,Mobile App,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01552,2024-05-31,Mass Market,Eldoret,USSD,26-35,2024-06-20,2024-10-05,11,13759.76,2,Dormant,Mobile Transfer,,1
CUS00569,2024-07-01,Mass Market,Nairobi,USSD,26-35,2024-07-14,2024-12-28,3,0.0,1,Active,Digital Loan,Review Required,1
CUS01168,2024-11-22,Mass Market,Nairobi,Branch,26-35,2024-12-01,2024-12-15,5,12483.54,1,Active,Mobile Transfer,,1
CUS01175,2024-06-23,Mass Market,Kisumu,Mobile App,46-55,2024-07-13,2024-10-05,5,10561.27,2,Dormant,Merchant Pay,,1
CUS00891,2024-11-26,Mass Market,Mombasa,USSD,26-35,2024-12-07,2024-12-12,4,3357.07,1,Active,Bill Pay,,1
CUS00948,2024-05-29,Mass Market,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01049,2024-06-11,Mass Market,Nairobi,USSD,18-25,2024-06-26,2024-09-28,4,8902.08,1,Churned,Bill Pay,,1
CUS01361,2024-04-23,Mass Market,Kisumu,USSD,36-45,2024-05-14,2024-07-04,7,0.0,2,Churned,Airtime,Review Required,1
CUS01380,2024-05-01,Mass Affluent,Mombasa,USSD,36-45,2024-05-14,2024-08-25,24,151924.47,4,Churned,Mobile Transfer,,1
CUS01455,2024-07-01,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00885,2024-01-21,Mass Market,Nairobi,Branch,46-55,2024-02-04,2024-07-31,11,27831.6,3,Churned,Mobile Transfer,,1
CUS01683,2024-05-25,Mass Affluent,Mombasa,Mobile App,26-35,2024-06-02,2024-10-04,35,303011.34,4,Dormant,Merchant Pay,,1
CUS00851,2024-04-20,Mass Market,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00735,2024-06-10,Mass Market,Kisumu,Mobile App,36-45,2024-06-16,2024-12-08,9,19292.46,2,Active,Digital Loan,,1
CUS00718,2024-02-27,Mass Market,Nairobi,Mobile App,55+,2024-03-13,2024-06-05,10,22856.4,2,Churned,Merchant Pay,,1
CUS00455,2024-08-04,SME,Mombasa,Mobile App,36-45,2024-08-17,2024-09-08,31,877748.09,2,Churned,Merchant Pay,,1
CUS00265,2024-07-05,Mass Market,Eldoret,Agent,36-45,2024-07-13,2024-12-08,2,3076.43,1,Active,Mobile Transfer,,1
CUS00076,2024-09-25,Mass Market,Nairobi,USSD,18-25,2024-10-10,2024-10-24,3,3273.46,1,Dormant,Merchant Pay,,1
CUS01668,2024-05-27,Mass Market,Mombasa,USSD,36-45,2024-05-29,2024-10-28,11,19989.56,2,Dormant,Merchant Pay,,1
CUS00445,2024-02-27,SME,Mombasa,Agent,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00396,2024-08-01,SME,Mombasa,USSD,55+,2024-08-09,2024-12-03,33,1610969.27,3,Active,Airtime,,1
CUS00177,2024-07-24,Mass Market,Nakuru,Agent,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01043,2024-07-04,Mass Market,Nairobi,Branch,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01746,2024-03-20,SME,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01558,2024-03-27,Mass Market,Nairobi,Branch,46-55,2024-04-08,2024-08-23,6,9627.72,3,Churned,Airtime,,1
CUS01618,2024-01-18,Mass Affluent,Nairobi,Branch,36-45,2024-01-30,2024-09-04,66,0.0,7,Churned,Mobile Transfer,Review Required,1
CUS00596,2024-10-26,Corporate,Nairobi,USSD,36-45,2024-10-29,2024-10-30,15,1324940.55,1,Dormant,Bill Pay,,1
CUS00062,2024-09-29,Mass Affluent,Nairobi,Mobile App,55+,2024-10-14,2024-11-11,7,40834.08,1,Dormant,Digital Loan,,1
CUS01297,2024-06-14,SME,Nairobi,Mobile App,36-45,2024-06-15,2024-10-15,56,2949017.95,3,Dormant,Mobile Transfer,,1
CUS00873,2024-08-17,Corporate,Nakuru,Branch,46-55,2024-08-23,2024-11-13,22,3645071.99,2,Dormant,Digital Loan,,1
CUS01499,2024-07-26,Mass Market,Mombasa,Mobile App,36-45,2024-07-31,2024-12-30,5,12719.77,1,Active,Mobile Transfer,,1
CUS01891,2024-10-14,Mass Affluent,Nakuru,Mobile App,26-35,,2024-12-14,12,101357.44,1,Dormant,Mobile Transfer,,0
CUS00279,2024-11-30,Mass Market,Kisumu,USSD,26-35,2024-12-05,2024-12-13,3,4950.01,1,Active,Bill Pay,,1
CUS00037,2024-10-12,Mass Affluent,Eldoret,Mobile App,36-45,2024-10-13,2024-12-06,9,59906.65,1,Active,Mobile Transfer,,1
CUS01525,2024-11-16,SME,Nairobi,Branch,36-45,2024-11-28,2024-12-16,18,329125.2,1,Active,Bill Pay,,1
CUS00663,2024-11-19,Mass Affluent,Mombasa,Mobile App,26-35,2024-11-21,2024-12-10,11,137085.35,1,Active,Merchant Pay,,1
CUS01818,2024-08-04,Mass Market,Nakuru,Mobile App,18-25,2024-08-25,2024-12-03,2,4402.41,1,Active,Merchant Pay,,1
CUS01453,2024-02-24,Mass Market,Mombasa,USSD,36-45,2024-03-12,2024-12-08,17,17548.56,3,Active,Mobile Transfer,,1
CUS00978,2024-07-31,Mass Affluent,Nairobi,Mobile App,18-25,2024-08-12,2024-10-29,18,159182.51,2,Dormant,Mobile Transfer,,1
CUS01581,2024-04-18,Mass Market,Kisumu,USSD,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00739,2024-06-15,Mass Affluent,Mombasa,Mobile App,18-25,2024-07-01,2024-07-06,20,180808.88,3,Churned,Airtime,,1
CUS00192,2024-10-01,Mass Market,,Mobile App,36-45,2024-10-10,2024-11-23,3,6836.16,1,Dormant,Bill Pay,,1
CUS00920,2024-09-26,SME,Nairobi,USSD,26-35,2024-10-02,2024-11-22,17,786103.64,1,Dormant,Mobile Transfer,,1
CUS00457,2024-07-26,Mass Market,Nairobi,Agent,46-55,2024-08-10,2024-10-04,4,4430.54,1,Dormant,Bill Pay,,1
CUS00676,2024-01-07,Mass Market,Nairobi,USSD,18-25,2024-01-12,2024-10-10,19,24008.69,4,Dormant,Airtime,,1
CUS00761,2024-11-21,Mass Affluent,Mombasa,Mobile App,36-45,2024-11-26,2024-12-05,12,113773.81,1,Active,Merchant Pay,,1
CUS01819,2024-09-04,Mass Market,Mombasa,USSD,26-35,2024-09-10,2024-12-06,3,7270.97,1,Active,Digital Loan,,1
CUS01612,2024-07-15,Mass Affluent,Nairobi,Agent,36-45,2024-07-31,2024-08-22,21,161447.79,3,Churned,Bill Pay,,1
CUS00729,2024-07-26,Mass Affluent,Nairobi,Agent,36-45,2024-08-14,2024-10-03,26,220479.65,2,Dormant,Airtime,,1
CUS00413,2024-03-11,Corporate,Nairobi,Mobile App,46-55,2024-03-20,2024-05-04,169,35196030.38,7,Churned,Merchant Pay,,1
CUS01099,2024-04-16,Mass Market,Kisumu,USSD,36-45,2024-04-29,2024-07-30,8,17353.92,2,Churned,Merchant Pay,,1
CUS00826,2024-02-16,Mass Market,Kisumu,Mobile App,18-25,2024-02-19,2024-03-30,20,26230.34,4,Churned,Mobile Transfer,,1
CUS01506,2024-11-09,Mass Market,Kisumu,Mobile App,46-55,2024-11-25,2024-12-26,3,7202.67,1,Active,Bill Pay,,1
CUS00617,2024-01-09,Mass Market,Nairobi,Mobile App,46-55,2024-01-28,2024-04-21,6,3915.33,3,Churned,Bill Pay,,1
CUS00418,2024-09-06,Mass Affluent,,Mobile App,18-25,2024-09-17,2024-11-02,8,55128.17,1,Dormant,Bill Pay,,1
CUS01923,2024-07-04,Mass Market,Eldoret,Mobile App,18-25,2024-07-13,2024-10-26,5,12723.04,2,Dormant,Mobile Transfer,,1
CUS00970,2024-10-31,Mass Market,Nairobi,Agent,36-45,2024-11-17,2024-11-25,2,2776.93,1,Dormant,Airtime,,1
CUS00605,2024-11-12,SME,Nairobi,Mobile App,Unknown,2024-11-24,2024-11-27,10,305888.16,1,Dormant,Merchant Pay,,1
CUS01931,2024-03-12,Mass Market,Kisumu,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00090,2024-08-03,Mass Affluent,Nairobi,USSD,55+,2024-08-10,2024-12-14,23,302690.2,2,Active,Merchant Pay,,1
CUS00849,2024-09-27,Mass Market,Mombasa,USSD,18-25,2024-10-02,2024-11-19,3,2537.02,1,Dormant,Digital Loan,,1
CUS01956,2024-11-07,Mass Market,Nairobi,Mobile App,18-25,2024-11-20,2024-12-07,2,0.0,1,Active,Mobile Transfer,Review Required,1
CUS01930,2024-06-15,Mass Market,Nairobi,Mobile App,26-35,2024-07-06,2024-10-11,6,12677.87,2,Dormant,Bill Pay,,1
CUS00754,2024-08-07,Mass Market,Nakuru,Mobile App,36-45,2024-08-21,2024-12-22,3,4610.78,1,Active,Bill Pay,,1
CUS00499,2024-11-17,Mass Affluent,Nairobi,USSD,55+,,2024-12-11,12,56351.12,1,Dormant,Bill Pay,,0
CUS01277,2024-07-26,Mass Market,Kisumu,Mobile App,26-35,2024-08-10,2024-12-30,2,3719.82,1,Active,Mobile Transfer,,1
CUS01326,2024-04-01,Mass Affluent,Nakuru,USSD,36-45,2024-04-17,2024-06-25,25,309585.4,4,Churned,Merchant Pay,,1
CUS00012,2024-09-16,SME,Kisumu,Agent,Unknown,2024-09-18,2024-11-17,8,130187.5,1,Dormant,Merchant Pay,,1
CUS00397,2024-03-03,Mass Market,Nairobi,Agent,26-35,2024-03-18,2024-05-20,8,7826.26,3,Churned,Bill Pay,,1
CUS00285,2024-04-12,SME,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01067,2024-04-03,Mass Market,Nairobi,Mobile App,26-35,2024-04-10,2024-11-28,10,20998.95,2,Dormant,Bill Pay,,1
CUS01192,2024-04-14,Corporate,Nairobi,Agent,26-35,2024-04-16,2024-06-13,182,43095363.29,6,Churned,Bill Pay,,1
CUS01755,2024-06-16,Mass Market,Nairobi,Mobile App,26-35,2024-06-19,2024-07-27,6,12040.19,2,Churned,Airtime,,1
CUS00691,2024-10-08,Mass Market,Eldoret,Mobile App,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS01641,2024-07-07,SME,Mombasa,Mobile App,18-25,2024-07-08,2024-07-18,34,1856180.17,3,Churned,Merchant Pay,,1
CUS01888,2024-04-08,Mass Market,Kisumu,Agent,36-45,2024-04-25,2024-07-22,6,6198.31,2,Churned,Mobile Transfer,,1
CUS00690,2024-03-01,Mass Affluent,Kisumu,USSD,36-45,2024-03-22,2024-04-17,57,764500.82,6,Churned,Digital Loan,,1
CUS00852,2024-02-17,SME,Mombasa,Branch,26-35,2024-03-06,2024-12-20,106,6518800.66,7,Active,Mobile Transfer,,1
CUS00160,2024-07-08,Mass Market,Nakuru,Mobile App,36-45,2024-07-10,2024-08-15,4,7262.28,1,Churned,Mobile Transfer,,1
CUS00896,2024-09-27,Mass Affluent,Eldoret,Branch,26-35,2024-10-03,2024-10-20,6,62514.68,1,Dormant,Mobile Transfer,,1
CUS01974,2024-08-30,Mass Market,Nairobi,Agent,26-35,2024-09-08,2024-09-17,4,5890.95,1,Churned,Mobile Transfer,,1
CUS00258,2024-08-29,SME,Nairobi,Mobile App,55+,2024-09-01,2024-10-01,17,285942.93,1,Churned,Airtime,,1
CUS00336,2024-10-25,SME,Kisumu,USSD,18-25,2024-11-15,2024-11-17,17,972665.45,1,Dormant,Bill Pay,,1
CUS01892,2024-04-25,SME,Nairobi,USSD,18-25,2024-04-29,2024-09-01,68,3476438.17,5,Churned,Mobile Transfer,,1
CUS01040,2024-02-02,Mass Affluent,Kisumu,USSD,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS00516,2024-04-07,Mass Affluent,Mombasa,Mobile App,18-25,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01349,2024-07-12,Mass Market,Nairobi,Mobile App,36-45,2024-07-21,2024-08-01,5,10308.82,1,Churned,Bill Pay,,1
CUS01016,2024-01-26,Mass Affluent,Nairobi,Mobile App,36-45,2024-01-28,2024-04-26,36,507029.78,6,Churned,Bill Pay,,1
CUS00769,2024-07-10,Mass Market,Nakuru,Mobile App,26-35,2024-07-23,2024-12-27,5,5215.07,1,Active,Mobile Transfer,,1
CUS01757,2024-05-12,Mass Market,Nairobi,USSD,55+,2024-05-23,2024-07-03,5,10251.5,1,Churned,Bill Pay,,1
CUS00762,2024-03-17,Mass Market,Nairobi,Mobile App,Unknown,2024-03-30,2024-12-18,9,14855.88,2,Active,Merchant Pay,,1
CUS01247,2024-11-14,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01204,2024-09-30,Corporate,Kisumu,Agent,46-55,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01477,2024-05-18,Mass Market,Nairobi,USSD,36-45,2024-05-22,2024-12-04,7,0.0,2,Active,Merchant Pay,Review Required,1
CUS01996,2024-08-06,Mass Market,Nairobi,Mobile App,18-25,2024-08-26,2024-11-21,2,2844.41,1,Dormant,Bill Pay,,1
CUS00522,2024-11-28,Mass Market,Nairobi,Mobile App,46-55,2024-12-15,2024-12-21,5,11297.5,1,Active,Digital Loan,,1
CUS00023,2024-01-31,Mass Market,Mombasa,Mobile App,36-45,2024-02-14,2024-05-01,9,14324.44,4,Churned,Mobile Transfer,,1
CUS00357,2024-02-01,SME,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01278,2024-11-10,Mass Market,Kisumu,USSD,18-25,2024-11-22,2024-12-07,4,0.0,1,Active,Digital Loan,Review Required,1
CUS01313,2024-08-16,Mass Affluent,Nairobi,Agent,36-45,2024-08-19,2024-08-31,7,32068.21,1,Churned,Mobile Transfer,,1
CUS01693,2024-02-23,Mass Market,Nakuru,Mobile App,55+,2024-03-07,2024-07-02,13,12016.76,3,Churned,Digital Loan,,1
CUS00432,2024-01-10,Corporate,Nairobi,USSD,36-45,2024-01-21,2024-04-19,107,24374446.88,9,Churned,Merchant Pay,,1
CUS00474,2024-05-13,Mass Affluent,Nairobi,USSD,18-25,2024-06-01,2024-07-15,36,517474.88,4,Churned,Bill Pay,,1
CUS00218,2024-06-24,Mass Affluent,Nairobi,Mobile App,55+,2024-07-13,2024-07-15,18,72078.58,3,Churned,Digital Loan,,1
